"FERPA","Student ID","Last Name","First Name","Acad Plan","Acad Plan Descr","Term","Term Description","Career","Class Nbr","Subject","Catalog","Section","Class Description","Component","Class Type","Designation","Academic Level","Term Units","Class Units","Reason","Add Dt","Grade","Gender","Ethnic Grp","Facil ID","Mtg Start","Mtg End","Pat","Instructor ID","Instructor Name","Advisor ID","Advisor Name","Auto Enrol","Auto Enr 2","Comb Sect"
"N","002151110","Natalie","Crist","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3817","CS","215","004","Programming II","LAB","N","","Junior","15.000","0.00","Enrolled from Wait List","2020-05-10","","Female","HISPA","DARW0028","14:00:00","16:50:00","T","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","002151110","Natalie","Crist","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3096","CS","252","001","Intro to Computer Organization","DIS","E","","Junior","15.000","4.00","Enrolled from Wait List","2020-05-10","A","Female","HISPA","STEV3049","10:30:00","11:45:00","MW","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","002","",""
"N","002151110","Natalie","Crist","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2960","CS","252","002","Intro to Computer Organization","LAB","N","","Junior","15.000","0.00","Enrolled from Wait List","2020-05-10","","Female","HISPA","DARW0025","09:00:00","11:50:00","F","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","002151110","Natalie","Crist","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1119","PSY","302","002","Life Span Development","LEC","E","GEE","Junior","15.000","3.00","Enrolled from Wait List","2020-05-15","A-","Female","HISPA","STEV3008","19:00:00","21:40:00","TH","000038597","Sowerby, David F","001299888","Kooshesh, Ali A","","",""
"N","002151110","Natalie","Crist","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1359","PSY","303","002","The Person in Society","LEC","E","GED1","Junior","15.000","3.00","Enrolled from Wait List","2020-05-17","A","Female","HISPA","STEV3072","19:00:00","21:40:00","W","000000377","Wynia, Catherine O","001299888","Kooshesh, Ali A","","",""
"N","002160722","Rubye","Dach","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4314","CALS","374","001","Latino Literature","DIS","E","GEC2","Sophomore","13.000","4.00","Enrolled","2020-05-30","D","Male","HISPA","COMMONS","12:00:00","13:50:00","MW","003279502","Wilkins, Nora B","001299888","Kooshesh, Ali A","","",""
"N","002160722","Rubye","Dach","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4446","GEOG","203","004","Human Geography","LEC","E","GED2","Sophomore","13.000","3.00","Enrolled from Wait List","2020-05-30","C-","Male","HISPA","COMMONS","16:00:00","17:15:00","MW","004084124","Eysenbach, Derek W","001299888","Kooshesh, Ali A","","",""
"N","002160722","Rubye","Dach","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1694","MUS","150","001","Survey of U.S. Music","LEC","E","GEC1","Sophomore","13.000","3.00","Enrolled","2020-07-29","B-","Male","HISPA","PERSTHEATR","08:00:00","09:15:00","TTH","000013325","Langley, C Jeffrey","001299888","Kooshesh, Ali A","","",""
"N","002160722","Rubye","Dach","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1358","PSY","250","004","Introduction to Psychology","LEC","E","GED1","Sophomore","13.000","3.00","Enrolled","2020-05-30","A","Male","HISPA","STEV1002","08:00:00","09:15:00","MW","000634184","Najm-Briscoe,Rima G","001299888","Kooshesh, Ali A","","",""
"N","002164050","Darryl","Feeney","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3096","CS","252","001","Intro to Computer Organization","DIS","E","","Junior","16.000","4.00","Enrolled","2020-04-24","C","Female","ASIAN","STEV3049","10:30:00","11:45:00","MW","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","002","",""
"N","002164050","Darryl","Feeney","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2960","CS","252","002","Intro to Computer Organization","LAB","N","","Junior","16.000","0.00","Enrolled","2020-04-24","","Female","ASIAN","DARW0025","09:00:00","11:50:00","F","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","002164050","Darryl","Feeney","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2773","CS","315","001","Data Structures","DIS","E","","Junior","16.000","4.00","Enrolled","2020-04-24","B","Female","ASIAN","STEV3036","08:30:00","09:45:00","MW","000028054","Ravikumar, Balasubramanian","001299888","Kooshesh, Ali A","002","",""
"N","002164050","Darryl","Feeney","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2774","CS","315","002","Data Structures","LAB","N","","Junior","16.000","0.00","Enrolled","2020-04-24","","Female","ASIAN","DARW0028","17:00:00","19:50:00","M","000028054","Ravikumar, Balasubramanian","001299888","Kooshesh, Ali A","","",""
"N","002164050","Darryl","Feeney","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2939","CS","375","001","Computer Graphics","DIS","E","","Junior","16.000","3.00","Enrolled","2020-04-24","B-","Female","ASIAN","STEV3076","14:45:00","16:00:00","TTH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","002164050","Darryl","Feeney","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2609","CS","390","001","Computer Science Colloquium","LEC","E","","Junior","16.000","1.00","Enrolled","2020-04-24","CR","Female","ASIAN","SALZ2016","12:00:00","12:50:00","TH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","002164050","Darryl","Feeney","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2925","MATH","165","013","Elementary Applied Statistics","DIS","E","GEB4","Junior","16.000","4.00","Enrolled","2020-04-24","B-","Female","ASIAN","IVES0078","10:00:00","11:50:00","TTH","004086932","Hildebrand, Craig E","001299888","Kooshesh, Ali A","","",""
"N","002166140","Demarcus","Mayer","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4430","AMCS","210","002","Ethnic Groups in America","LEC","E","GED1","Freshman","14.000","4.00","Enrolled","2020-07-29","A-","Male","HISPA","ARTS0108","17:00:00","20:40:00","T","004401948","Daus-Magbual,Roderick R","001299888","Kooshesh, Ali A","","",""
"N","002166140","Demarcus","Mayer","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1182","ANTH","202","001","Introduction to Archaeology","LEC","E","","Freshman","14.000","3.00","Enrolled","2020-07-29","F","Male","HISPA","STEV3008","14:30:00","15:45:00","TTH","000008294","Owen, Bruce D","001299888","Kooshesh, Ali A","","",""
"N","002166140","Demarcus","Mayer","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2779","BIOL","110","001","Biological Inquiry","LEC","E","GEB2","Freshman","14.000","4.00","Enrolled from Wait List","2020-05-02","C","Male","HISPA","IVES0101","10:00:00","10:50:00","MWF","000004693","Bright, Julie A","001299888","Kooshesh, Ali A","002","",""
"N","002166140","Demarcus","Mayer","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2780","BIOL","110","002","Biological Inquiry","LAB","N","GEB2","Freshman","14.000","0.00","Enrolled from Wait List","2020-05-02","","Male","HISPA","DARW0003","14:25:00","17:15:00","M","004353809","Peck, Hannah E","001299888","Kooshesh, Ali A","","",""
"N","002166140","Demarcus","Mayer","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4431","HIST","251","006","History of U.S. to 1877","LEC","E","GED3","Freshman","14.000","3.00","Enrolled from Wait List","2020-07-29","F","Male","HISPA","CARS0068","08:00:00","09:15:00","TTH","002221458","Markay, Jesse B","001299888","Kooshesh, Ali A","","",""
"N","002166262","Winona","Hagenes","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3920","ENGL","100A","006","First-Year Composition","DIS","E","","Freshman","14.000","3.00","Enrolled","2020-06-17","C-","Male","HISPA","STEV2083","12:00:00","13:15:00","MW","003040900","Simmons, Jodi L","001299888","Kooshesh, Ali A","","",""
"N","002166262","Winona","Hagenes","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2841","ES","110","001","Intro to Engineering&Lab Exper","LEC","E","","Freshman","14.000","2.00","Enrolled","2020-06-17","B+","Male","HISPA","SALZ2003","13:00:00","13:50:00","T","000002483","Rahimi, Saeid","001299888","Kooshesh, Ali A","002","",""
"N","002166262","Winona","Hagenes","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2886","ES","110","002","Intro to Engineering&Lab Exper","LAB","N","","Freshman","14.000","0.00","Enrolled","2020-06-17","","Male","HISPA","SALZ2003","14:00:00","16:50:00","T","000002483","Rahimi, Saeid","001299888","Kooshesh, Ali A","","",""
"N","002166262","Winona","Hagenes","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3137","MATH","142E","001","Discrete Math for Engineering","DIS","E","","Freshman","14.000","2.00","Enrolled","2020-06-17","B-","Male","HISPA","DARW0035","16:00:00","17:15:00","MW","000019578","Silverman, Jeff W","001299888","Kooshesh, Ali A","","",""
"N","002166262","Winona","Hagenes","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4218","MATH","161X","001","Different & Integral Calc 1 Ex","LEC","E","GEB4","Freshman","14.000","6.00","Enrolled from Wait List","2020-06-17","B-","Male","HISPA","SALZ2014","09:25:00","12:00:00","TTH","000004277","Chan, Jean B","001299888","Kooshesh, Ali A","","",""
"N","002166262","Winona","Hagenes","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3731","UNIV","102","029","First Year Experience","SEM","E","","Freshman","14.000","1.00","Enrolled","2020-06-17","C+","Male","HISPA","STEV2083","13:25:00","13:50:00","MW","003040900","Simmons, Jodi L","001299888","Kooshesh, Ali A","","",""
"N","002175436","Janis","Ward","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4416","CS","242","002","Discrete Structures for CS","DIS","E","","Senior","4.000","4.00","Enrolled","2020-05-22","D-","Male","WHITE","SALZ2001","12:00:00","13:50:00","MW","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","002175436","Janis","Ward","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3820","CS","370","001","Software Design & Development","DIS","E","","Senior","4.000","4.00","Enrolled","2020-05-03","A","Male","WHITE","DARW0107","16:00:00","17:50:00","TTH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","002176633","Maximilian","Hilpert","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2535","CHEM","102","001","Chemistry and Society","LEC","E","GEB1","Freshman","14.000","3.00","Enrolled from Wait List","2020-04-26","F","Male","ASIAN","CARS0068","16:00:00","17:50:00","W","004084943","Joshi, Monalibianca D","001299888","Kooshesh, Ali A","002","",""
"N","002176633","Maximilian","Hilpert","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2536","CHEM","102","002","Chemistry and Society","LAB","N","GEB1","Freshman","14.000","0.00","Enrolled from Wait List","2020-04-26","","Male","ASIAN","CARS0001","09:00:00","11:50:00","F","003809486","Ojeda, Kristylea J","001299888","Kooshesh, Ali A","","",""
"N","002176633","Maximilian","Hilpert","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2839","CS","101","015","Intro Computers & Computing","DIS","E","GEB3","Freshman","14.000","3.00","Enrolled","2020-04-26","F","Male","ASIAN","IVES0101","13:00:00","13:50:00","MW","000004745","Carter, Glenn J","001299888","Kooshesh, Ali A","016","",""
"N","002176633","Maximilian","Hilpert","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2840","CS","101","016","Intro Computers & Computing","ACT","N","GEB3","Freshman","14.000","0.00","Enrolled","2020-04-26","","Male","ASIAN","DARW0024","09:00:00","10:50:00","M","004354563","Kooshesh, Janet M","001299888","Kooshesh, Ali A","","",""
"N","002176633","Maximilian","Hilpert","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4353","ECON","204","004","Intro to Macroeconomics","LEC","E","GED5","Freshman","14.000","4.00","Enrolled","2020-08-06","F","Male","ASIAN","STEV1002","08:00:00","09:50:00","TTH","000017602","Williams, Wendy L","001299888","Kooshesh, Ali A","","",""
"N","002176633","Maximilian","Hilpert","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3330","MATH","160","001","Precalculus Mathematics","DIS","E","GEB4","Freshman","14.000","4.00","Enrolled from Wait List","2020-04-26","F","Male","ASIAN","DARW0031","14:00:00","15:50:00","MW","000029991","Mogannam, Laurice F","001299888","Kooshesh, Ali A","","",""
"N","002191399","Melody","Dooley","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2769","CS","351","001","Computer Architecture","DIS","E","","Senior","16.000","4.00","Enrolled","2020-04-23","C+","Male","ASIAN","DARW0031","11:00:00","11:50:00","TTH","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","002191399","Melody","Dooley","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2769","CS","351","001","Computer Architecture","DIS","E","","Senior","16.000","4.00","Enrolled","2020-04-23","C+","Male","ASIAN","DARW0031","11:00:00","11:50:00","TTH","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","002191399","Melody","Dooley","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2769","CS","351","001","Computer Architecture","DIS","E","","Senior","16.000","4.00","Enrolled","2020-04-23","C+","Male","ASIAN","DARW0038","14:00:00","15:50:00","T","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","002191399","Melody","Dooley","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2769","CS","351","001","Computer Architecture","DIS","E","","Senior","16.000","4.00","Enrolled","2020-04-23","C+","Male","ASIAN","DARW0038","14:00:00","15:50:00","T","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","002191399","Melody","Dooley","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4139","CS","355","001","Database Mgt System Design","DIS","E","","Senior","16.000","4.00","Enrolled","2020-04-23","B+","Male","ASIAN","CARS0010","15:00:00","16:50:00","MW","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","","",""
"N","002191399","Melody","Dooley","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2910","CS","450","001","Operating Systems","DIS","E","","Senior","16.000","4.00","Enrolled from Wait List","2020-04-25","B","Male","ASIAN","SALZ2024","08:00:00","09:50:00","MW","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","002191399","Melody","Dooley","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2911","CS","460","001","Programming Languages","DIS","E","","Senior","16.000","4.00","Enrolled from Wait List","2020-08-18","B","Male","ASIAN","DARW0029","08:00:00","09:50:00","TTH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","002222180","Chaz","Ryan","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3034","CS","101","025","Intro Computers & Computing","DIS","E","GEB3","Freshman","13.000","3.00","Enrolled","2020-04-26","B+","Male","ASIAN","IVES0101","11:00:00","12:50:00","T","000004745","Carter, Glenn J","001299888","Kooshesh, Ali A","026","",""
"N","002222180","Chaz","Ryan","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3035","CS","101","026","Intro Computers & Computing","ACT","N","GEB3","Freshman","13.000","0.00","Enrolled","2020-04-26","","Male","ASIAN","DARW0024","14:00:00","15:50:00","W","000004745","Carter, Glenn J","001299888","Kooshesh, Ali A","","",""
"N","002222180","Chaz","Ryan","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2557","CS","115","001","Programming I","DIS","E","GEB3","Freshman","13.000","4.00","Enrolled from Wait List","2020-04-26","F","Male","ASIAN","DARW0102","09:20:00","10:35:00","TTH","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","002","",""
"N","002222180","Chaz","Ryan","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2558","CS","115","002","Programming I","LAB","N","GEB3","Freshman","13.000","0.00","Enrolled from Wait List","2020-04-26","","Male","ASIAN","DARW0025","16:00:00","18:50:00","T","002595754","Schettler, Matthew R","001299888","Kooshesh, Ali A","","",""
"N","002222180","Chaz","Ryan","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1450","ENSP","200","003","Global Environmental Issues","LEC","E","GED5","Freshman","13.000","3.00","Enrolled","2020-04-30","A-","Male","ASIAN","STEV1002","19:00:00","21:40:00","W","000010075","Peterson, Ervand M","001299888","Kooshesh, Ali A","","",""
"N","002222180","Chaz","Ryan","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3077","ES","101A","002","Communication in Digital Age","LEC","E","GEB3","Freshman","13.000","3.00","Enrolled","2020-04-30","A","Male","ASIAN","DARW0102","14:30:00","15:45:00","TTH","004091976","Khaleel, Haider","001299888","Kooshesh, Ali A","","",""
"N","002232134","Ciara","Farrell","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3815","CS","210","002","Introduction to Unix","LAB","E","","Sophomore","16.000","1.00","Enrolled","2020-04-25","A","Male","WHITE","DARW0025","16:00:00","18:50:00","TH","002169692","Carrier, Matthew G","001299888","Kooshesh, Ali A","","",""
"N","002232134","Ciara","Farrell","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2513","CS","215","001","Programming II","DIS","E","","Sophomore","16.000","4.00","Enrolled","2020-04-25","A-","Male","WHITE","DARW0029","14:45:00","16:00:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","002","",""
"N","002232134","Ciara","Farrell","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2514","CS","215","002","Programming II","LAB","N","","Sophomore","16.000","0.00","Enrolled","2020-04-25","","Male","WHITE","DARW0028","09:00:00","11:50:00","T","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","002232134","Ciara","Farrell","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4416","CS","242","002","Discrete Structures for CS","DIS","E","","Sophomore","16.000","4.00","Enrolled","2020-05-24","B+","Male","WHITE","SALZ2001","12:00:00","13:50:00","MW","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","002232134","Ciara","Farrell","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2881","MATH","165","008","Elementary Applied Statistics","DIS","E","GEB4","Sophomore","16.000","4.00","Enrolled","2020-08-19","D","Male","WHITE","DARW0035","19:00:00","20:50:00","TTH","000015860","Utter, Frederick W","001299888","Kooshesh, Ali A","","",""
"N","002232134","Ciara","Farrell","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1383","POLS","200","010","American Political System","DIS","E","GED4","Sophomore","16.000","3.00","Enrolled","2020-04-25","B-","Male","WHITE","STEV3008","19:00:00","21:40:00","M","000026741","Bucy, Kelly A","001299888","Kooshesh, Ali A","","",""
"N","002239645","Narciso","Rippin","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2590","MATH","161","004","Differential & Integral Calc I","DIS","E","GEB4","Freshman","14.000","4.00","Enrolled","2020-06-17","F","Male","WHITE","SALZ2014","10:00:00","11:50:00","MW","001392266","Morris, Jeremy G","001299888","Kooshesh, Ali A","","",""
"N","002239645","Narciso","Rippin","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1694","MUS","150","001","Survey of U.S. Music","LEC","E","GEC1","Freshman","14.000","3.00","Enrolled","2020-06-17","A-","Male","WHITE","PERSTHEATR","08:00:00","09:15:00","TTH","000013325","Langley, C Jeffrey","001299888","Kooshesh, Ali A","","",""
"N","002239645","Narciso","Rippin","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1804","PHIL","101","008","Critical Thinking","DIS","E","GEA3","Freshman","14.000","4.00","Enrolled","2020-06-17","B","Male","WHITE","SALZ2020","14:00:00","17:40:00","W","000019942","Wautischer, Helmut","001299888","Kooshesh, Ali A","","",""
"N","002239645","Narciso","Rippin","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3703","UNIV","102","001","First Year Experience","SEM","E","","Freshman","14.000","3.00","Enrolled","2020-06-17","C","Male","WHITE","CARS0010","12:00:00","14:40:00","M","002495407","Ott, Doyle W","001299888","Kooshesh, Ali A","","",""
"N","002240232","Karley","Willms","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2539","CHEM","102","005","Chemistry and Society","LEC","E","GEB1","Sophomore","16.000","3.00","Enrolled","2020-04-25","B","Female","WHITE","CARS0068","16:00:00","17:50:00","W","004084943","Joshi, Monalibianca D","001299888","Kooshesh, Ali A","006","",""
"N","002240232","Karley","Willms","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2540","CHEM","102","006","Chemistry and Society","LAB","N","GEB1","Sophomore","16.000","0.00","Enrolled","2020-04-25","","Female","WHITE","CARS0001","13:00:00","15:50:00","F","003809486","Ojeda, Kristylea J","001299888","Kooshesh, Ali A","","",""
"N","002240232","Karley","Willms","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2559","CS","115","003","Programming I","DIS","E","GEB3","Sophomore","16.000","4.00","Enrolled from Wait List","2020-04-25","B+","Female","WHITE","DARW0102","09:20:00","10:35:00","TTH","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","004","",""
"N","002240232","Karley","Willms","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2560","CS","115","004","Programming I","LAB","N","GEB3","Sophomore","16.000","0.00","Enrolled from Wait List","2020-04-25","","Female","WHITE","DARW0025","12:00:00","14:50:00","W","002595754","Schettler, Matthew R","001299888","Kooshesh, Ali A","","",""
"N","002240232","Karley","Willms","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3886","GEOG","203","002","Human Geography","LEC","E","GED2","Sophomore","16.000","3.00","Enrolled from Wait List","2020-04-25","C+","Female","WHITE","DARW0103","19:00:00","20:15:00","MW","004407369","Isom, John E","001299888","Kooshesh, Ali A","","",""
"N","002240232","Karley","Willms","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3133","MATH","222","001","Elem Applied Linear Algebra","DIS","E","","Sophomore","16.000","3.00","Enrolled","2020-04-25","B","Female","WHITE","NICH0304","09:20:00","10:35:00","MW","001693580","Kanaana, Izabela B","001299888","Kooshesh, Ali A","","",""
"N","002240232","Karley","Willms","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1321","POLS","200","009","American Political System","DIS","E","GED4","Sophomore","16.000","3.00","Enrolled","2020-04-25","C","Female","WHITE","STEV3008","17:25:00","18:40:00","TTH","000020839","Preisler, Barry E","001299888","Kooshesh, Ali A","","",""
"N","002240365","Eriberto","Stanton","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2836","BIOL","115","002","Introduction to Biology","LEC","E","GEB2","Freshman","13.000","3.00","Enrolled","2020-06-24","B","Female","HISPA","DARW0103","14:30:00","15:45:00","MW","000030277","Griffin, Frederick J","001299888","Kooshesh, Ali A","","",""
"N","002240365","Eriberto","Stanton","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2677","CS","101","003","Intro Computers & Computing","DIS","E","GEB3","Freshman","13.000","3.00","Enrolled","2020-06-24","B+","Female","HISPA","IVES0101","13:00:00","13:50:00","MW","000004745","Carter, Glenn J","001299888","Kooshesh, Ali A","004","",""
"N","002240365","Eriberto","Stanton","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2678","CS","101","004","Intro Computers & Computing","ACT","N","GEB3","Freshman","13.000","0.00","Enrolled","2020-06-24","","Female","HISPA","DARW0024","10:00:00","11:50:00","W","004354563","Kooshesh, Janet M","001299888","Kooshesh, Ali A","","",""
"N","002240365","Eriberto","Stanton","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3924","ENGL","101","019","Expos Writing&Analytic Reading","DIS","E","GEA2","Freshman","13.000","4.00","Enrolled","2020-06-24","A-","Female","HISPA","STEV3028","17:00:00","20:40:00","T","001543183","Friscia, Judith M","001299888","Kooshesh, Ali A","","",""
"N","002240365","Eriberto","Stanton","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","3337","GEOL","105","002","The Age of Dinosaurs","LEC","E","GEB1","Freshman","13.000","3.00","Enrolled","2020-06-24","A","Female","HISPA","DARW0103","09:20:00","10:35:00","TTH","002762375","Myers, Nicole R","001299888","Kooshesh, Ali A","","",""
"N","002241126","Bettye","O'Reilly","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4447","ENSP","200","005","Global Environmental Issues","LEC","E","GED5","Freshman","14.000","3.00","Enrolled","2020-06-26","B","Male","HISPA","COMMONS","14:30:00","15:45:00","MW","004407369","Isom, John E","001299888","Kooshesh, Ali A","","",""
"N","002241126","Bettye","O'Reilly","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2925","MATH","165","013","Elementary Applied Statistics","DIS","E","GEB4","Freshman","14.000","4.00","Enrolled","2020-06-26","C+","Male","HISPA","IVES0078","10:00:00","11:50:00","TTH","004086932","Hildebrand, Craig E","001299888","Kooshesh, Ali A","","",""
"N","002241126","Bettye","O'Reilly","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4130","MUS","160A","005","Humanities Learning Community","LEC","E","GE01","Freshman","14.000","4.00","Enrolled","2020-06-26","B","Male","HISPA","GMC1058","13:00:00","14:50:00","T","000013325","Langley, C Jeffrey","001299888","Kooshesh, Ali A","006","",""
"N","002241126","Bettye","O'Reilly","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","4131","MUS","160A","006","Humanities Learning Community","DIS","N","GE01","Freshman","14.000","0.00","Enrolled","2020-06-26","","Male","HISPA","GMC1027","15:00:00","16:50:00","TH","000013325","Langley, C Jeffrey","001299888","Kooshesh, Ali A","","",""
"N","002241126","Bettye","O'Reilly","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","1098","SOCI","201","001","Introduction to Sociology","LEC","E","GED1","Freshman","14.000","3.00","Enrolled","2020-06-26","B-","Male","HISPA","IVES0101","16:00:00","17:15:00","MW","002755277","Katz, Sheila M","001299888","Kooshesh, Ali A","","",""
"N","002247137","Thomas","Grant","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2773","CS","315","001","Data Structures","DIS","E","","Senior","5.000","4.00","Enrolled","2020-04-23","F","Male","WHITE","STEV3036","08:30:00","09:45:00","MW","000028054","Ravikumar, Balasubramanian","001299888","Kooshesh, Ali A","002","",""
"N","002247137","Thomas","Grant","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2774","CS","315","002","Data Structures","LAB","N","","Senior","5.000","0.00","Enrolled","2020-04-23","","Male","WHITE","DARW0028","17:00:00","19:50:00","M","000028054","Ravikumar, Balasubramanian","001299888","Kooshesh, Ali A","","",""
"N","002247137","Thomas","Grant","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2769","CS","351","001","Computer Architecture","DIS","E","","Senior","5.000","4.00","Enrolled","2020-04-23","WU","Male","WHITE","DARW0038","14:00:00","15:50:00","T","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","002247137","Thomas","Grant","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2769","CS","351","001","Computer Architecture","DIS","E","","Senior","5.000","4.00","Enrolled","2020-04-23","WU","Male","WHITE","DARW0031","11:00:00","11:50:00","TTH","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","002247137","Thomas","Grant","CS-BS","Computer Science (BS)","2137","Fall 2013","UGRD","2769","CS","351","001","Computer Architecture","DIS","E","","Senior","5.000","4.00","Enrolled","2020-04-23","WU","Male","WHITE","DARW0038","14:00:00","15:50:00","T","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
